ID,Protein Name,host.sim,deg.sim,GO ID,GO Terms,Domain ID,Domain Name,domain.sim,Druggable,Predict Score
tr|C8TE28|C8TE28_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE29|C8TE29_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE30|C8TE30_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE31|C8TE31_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE32|C8TE32_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE33|C8TE33_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE34|C8TE34_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE35|C8TE35_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE36|C8TE36_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE37|C8TE37_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE38|C8TE38_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE39|C8TE39_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE40|C8TE40_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE41|C8TE41_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE42|C8TE42_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE43|C8TE43_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE44|C8TE44_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE45|C8TE45_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE46|C8TE46_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE47|C8TE47_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE48|C8TE48_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE49|C8TE49_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE50|C8TE50_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE51|C8TE51_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE52|C8TE52_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE53|C8TE53_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE54|C8TE54_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE55|C8TE55_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C8TE56|C8TE56_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C9E604|C9E604_EIMTE,Glucosamine: fructose-6-phosphate aminotransferase (Fragment),0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C9E605|C9E605_EIMTE,Phosphoacetylglucosamine mutase (Fragment),0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C9E606|C9E606_EIMTE,UDP-N-acetylglucosamine pyrophosphorylase (Fragment),0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C9E607|C9E607_EIMTE,UDP-N-acetylglucosamine 4-epimerase (Fragment),0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|C9E608|C9E608_EIMTE,N-acetylgalactosaminyl transferase (Fragment),0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|D2Y0P7|D2Y0P7_EIMTE,Telomerase reverse transcriptase,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|D4P0V2|D4P0V2_EIMTE,Calcium-dependent protein kinase 2,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|D5LKE7|D5LKE7_EIMTE,Malonyl-CoA:acyl carrier protein transacylase,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|D7RXM4|D7RXM4_EIMTE,"Facilitative glucose transporter, putative",0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|F1DQG2|F1DQG2_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|F4MKA7|F4MKA7_EIMTE,Immune mapped protein 1,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|G0X611|G0X611_EIMTE,Cyclin-like kinase 3 a,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|G1EN37|G1EN37_EIMTE,Cathepsin B,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|G3CU90|G3CU90_EIMTE,ORF470 protein (Fragment),0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|G9IBU6|G9IBU6_EIMTE,"Cysteine proteinase, putative",0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B8Z3|H9B8Z3_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B8Z4|H9B8Z4_EIMTE,ADF-H domain-containing protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B8Z5|H9B8Z5_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B8Z6|H9B8Z6_EIMTE,Ribosomal protein L11 C-terminal domain-containing protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B8Z7|H9B8Z7_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B8Z8|H9B8Z8_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B900|H9B900_EIMTE,"Peroxiredoxin, putative",0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B901|H9B901_EIMTE,SAG family member,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B902|H9B902_EIMTE,SAG family member,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B903|H9B903_EIMTE,CS domain-containing protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B907|H9B907_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B908|H9B908_EIMTE,Ubiquitin-like domain-containing protein,0.0,50.0,GO:0006412,translation (biological_process),PF01599.22;PF00240.26;PF00240.26;PF11976.11;PF11976.11,Ribosomal_S27;ubiquitin;ubiquitin;Rad60-SLD;Rad60-SLD,0.0,Negative,0.3254954446716072
tr|H9B909|H9B909_EIMTE,60S ribosomal protein L7,0.0,53.7,unfit,unfit,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B911|H9B911_EIMTE,"Ribosomal protein L32, putative",0.0,52.1,GO:0006412,translation (biological_process),PF01655.21,Ribosomal_L32e,0.0,Positive,0.952326571482696
tr|H9B912|H9B912_EIMTE,"60S acidic ribosomal protein P1, putative",0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B914|H9B914_EIMTE,Uncharacterized protein,0.0,63.8,unfit,unfit,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B915|H9B915_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B916|H9B916_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B917|H9B917_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B918|H9B918_EIMTE,SAG family member,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B919|H9B919_EIMTE,Ribosomal protein S13/S15 N-terminal domain-containing protein,0.0,66.0,GO:0006412,translation (biological_process),PF08069.15;PF00312.25,Ribosomal_S13_N;Ribosomal_S15,0.0,Positive,0.9401222246845732
tr|H9B920|H9B920_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B921|H9B921_EIMTE,Proteasome subunit beta type 1,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B923|H9B923_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B924|H9B924_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B926|H9B926_EIMTE,SAG family member,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B927|H9B927_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B928|H9B928_EIMTE,60S ribosomal protein L5,0.0,56.9,GO:0006412,translation (biological_process),PF17144.7;PF14204.9;PF14204.9,Ribosomal_L5e;Ribosomal_L18_c;Ribosomal_L18_c,0.0,Positive,0.9878948348804834
tr|H9B929|H9B929_EIMTE,"40S ribosomal protein S9, putative",0.0,81.4,unfit,unfit,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B930|H9B930_EIMTE,"60S ribosomal protein L14, putative",0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B931|H9B931_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B932|H9B932_EIMTE,"Calmodulin, putative",0.0,63.1,unfit,unfit,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B933|H9B933_EIMTE,"Ribosomal protein L11, putative",0.0,77.4,unfit,unfit,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B934|H9B934_EIMTE,"ATP synthase lipid-binding protein, putative",0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B935|H9B935_EIMTE,"DUF602-domain-containing protein, related",0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B936|H9B936_EIMTE,"50S ribosomal protein L2, apicoplast",0.0,71.4,GO:0006412,translation (biological_process),PF03947.21;PF03947.21;PF00181.26,Ribosomal_L2_C;Ribosomal_L2_C;Ribosomal_L2,0.0,Negative,0.0937833993692149
tr|H9B937|H9B937_EIMTE,Thioredoxin,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B938|H9B938_EIMTE,"40S ribosomal protein S19, putative",0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B939|H9B939_EIMTE,SAG family member (Sag22),0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B940|H9B940_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B941|H9B941_EIMTE,"Chromosome I, complete genome, related",0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B943|H9B943_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B944|H9B944_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B945|H9B945_EIMTE,"Small heat shock protein 20, putative",0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B947|H9B947_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B948|H9B948_EIMTE,Vesicle transport v-SNARE N-terminal domain-containing protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B949|H9B949_EIMTE,Eimeria-specific protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B950|H9B950_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B951|H9B951_EIMTE,PPPDE domain-containing protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B952|H9B952_EIMTE,CCHC-type domain-containing protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B953|H9B953_EIMTE,C3H1-type domain-containing protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B954|H9B954_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B955|H9B955_EIMTE,BIR protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B956|H9B956_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B958|H9B958_EIMTE,SAG family member,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B959|H9B959_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B960|H9B960_EIMTE,"Multiprotein bridging factor type 1, putative",0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B961|H9B961_EIMTE,"40S ribosomal protein S3, putative",0.0,81.2,GO:0006412,translation (biological_process),PF00189.23;PF00189.23;PF07650.20,Ribosomal_S3_C;Ribosomal_S3_C;KH_2,0.0,Positive,0.9406050051424316
tr|H9B962|H9B962_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B963|H9B963_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B964|H9B964_EIMTE,Histone H1,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B965|H9B965_EIMTE,Ubiquitin-like domain-containing protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B966|H9B966_EIMTE,"Chromosome II, complete genome, related",0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B967|H9B967_EIMTE,"p25-alpha domain-containing protein, putative",0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B968|H9B968_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B969|H9B969_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B970|H9B970_EIMTE,"Membrane skeletal protein IMC1, putative",0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B971|H9B971_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B972|H9B972_EIMTE,FCP1 homology domain-containing protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B973|H9B973_EIMTE,GTP-binding protein,0.0,58.0,GO:0005525,GTP binding (molecular_function),PF16897.8;PF01926.26;PF02824.24;PF02421.21;PF00350.26;PF00350.26;PF03193.19;PF03193.19;PF03193.19;PF00009.30;PF00009.30;PF04548.19;PF00005.30;PF13521.9,MMR_HSR1_Xtn;MMR_HSR1;TGS;FeoB_N;Dynamin_N;Dynamin_N;RsgA_GTPase;RsgA_GTPase;RsgA_GTPase;GTP_EFTU;GTP_EFTU;AIG1;ABC_tran;AAA_28,0.0,Positive,0.9885277695874763
tr|H9B974|H9B974_EIMTE,Transmembrane protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B975|H9B975_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B976|H9B976_EIMTE,CST complex subunit CTC1,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B977|H9B977_EIMTE,Multiple myeloma tumor-associated protein 2-like N-terminal domain-containing protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B979|H9B979_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B980|H9B980_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B981|H9B981_EIMTE,"KH domain-containing protein, putative",0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B982|H9B982_EIMTE,"Chromosome III, complete sequence, related",0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B983|H9B983_EIMTE,"ATP-dependent Clp protease adaptor domain-containing protein, putative",0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B984|H9B984_EIMTE,"Reticulon domain-containing protein, putative",0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B985|H9B985_EIMTE,Immune mapped protein 2 N-terminal domain-containing protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B988|H9B988_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B989|H9B989_EIMTE,G domain-containing protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B991|H9B991_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B993|H9B993_EIMTE,Sphingomyelin phosphodiesterase,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B994|H9B994_EIMTE,Arf-GAP domain-containing protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B996|H9B996_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B997|H9B997_EIMTE,"50S ribosomal protein L3, putative",0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B998|H9B998_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9A0|H9B9A0_EIMTE,"Haloacid dehalogenase-like hydrolase family member protein, related",0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9A1|H9B9A1_EIMTE,Prohibitin,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9A2|H9B9A2_EIMTE,TGS domain-containing protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9A3|H9B9A3_EIMTE,Transmembrane protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9A4|H9B9A4_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9A6|H9B9A6_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9A7|H9B9A7_EIMTE,"RWD domain-containing protein, putative",0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9A8|H9B9A8_EIMTE,SAG family member,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9B0|H9B9B0_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9B2|H9B9B2_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9B4|H9B9B4_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9B6|H9B9B6_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9B7|H9B9B7_EIMTE,"RNA binding motif-containing protein, putative",0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9B8|H9B9B8_EIMTE,rRNA-processing protein efg1,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9B9|H9B9B9_EIMTE,Peptidase M28 domain-containing protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9C1|H9B9C1_EIMTE,Eukaryotic translation initiation factor 3 subunit 7,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9C3|H9B9C3_EIMTE,U-box domain-containing protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9C5|H9B9C5_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9C6|H9B9C6_EIMTE,"Chromosome III, complete sequence, related",0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9C7|H9B9C7_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9D0|H9B9D0_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9D1|H9B9D1_EIMTE,Pre-mRNA-splicing factor SPF27,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9D2|H9B9D2_EIMTE,Actin-like family protein ARP6,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9D3|H9B9D3_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9D4|H9B9D4_EIMTE,Protease Do-like PDZ domain-containing protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9D5|H9B9D5_EIMTE,"CCCH finger DNA binding protein, related",0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9D6|H9B9D6_EIMTE,Immune mapped protein 2 N-terminal domain-containing protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9D8|H9B9D8_EIMTE,Ras family domain-containing protein,0.0,70.9,GO:0005525,GTP binding (molecular_function),PF00071.25;PF08477.16;PF00025.24;PF00009.30;PF09439.13;PF03193.19;PF03193.19;PF01926.26,Ras;Roc;Arf;GTP_EFTU;SRPRB;RsgA_GTPase;RsgA_GTPase;MMR_HSR1,0.0,Positive,0.9942898081732292
tr|H9B9D9|H9B9D9_EIMTE,J domain-containing protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9E1|H9B9E1_EIMTE,Transcription initiation factor IIF subunit beta,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9E2|H9B9E2_EIMTE,ER membrane protein complex subunit 6,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9E3|H9B9E3_EIMTE,tRNA/rRNA methyltransferase SpoU type domain-containing protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9E4|H9B9E4_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9E6|H9B9E6_EIMTE,Major ampullate spidroin 2,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9E7|H9B9E7_EIMTE,DNA-directed RNA polymerase I subunit RPA12,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9E8|H9B9E8_EIMTE,PHD-finger domain-containing protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9E9|H9B9E9_EIMTE,Ribosomal protein L6 alpha-beta domain-containing protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9F0|H9B9F0_EIMTE,Uncharacterized protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9F4|H9B9F4_EIMTE,MYND-type domain-containing protein,0.0,0.0,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck,uncheck
tr|H9B9F5|H9B9F5_EIMTE,40S ribosomal protein S4,0.0,66.2,unfit,unfit,uncheck,uncheck,uncheck,uncheck,uncheck
